Time_of_Day,Students_Present,Temperature_C,Appliance_Usage,Day_of_Week,Energy_Consumption_kWh,Month,Season,Building_Type,Weather_Condition,Occupancy_Level,Shift,HVAC_Mode,Event_Type,Maintenance_Status,Humidity_Percent,Wind_Speed_kmh,Solar_Radiation_Wm2,HVAC_Usage_kW,Lighting_Usage_kW,Water_Usage_Liters,CO2_Level_ppm
15,573.0,36.19,41.0,7,363.49,12,Winter,Library,Sunny,Full,Afternoon,Heating,Regular_Class,Normal,39.1,6.4,473.5,26.74,9.62,926.6,738.5
14,159.0,32.28,28.0,5,222.04,12,Winter,Classroom,Sunny,Medium,Afternoon,Auto,Seminar,Normal,64.0,30.1,820.9,29.93,5.46,1810.0,439.2
13,389.0,23.4,37.0,7,299.03,2,Winter,Laboratory,Sunny,High,Afternoon,Ventilation,Sports_Event,Normal,72.5,30.3,617.6,4.32,8.89,2596.4,592.3
0,530.0,22.98,40.0,5,317.97,5,Spring,Office,Cloudy,Full,Night,Heating,No_Event,Normal,41.7,18.2,12.4,1.81,1.87,2252.8,604.9
22,359.0,-42.76727927705484,29.0,3,297.72,4,Spring,Cafeteria,Rainy,High,Evening,Cooling,Sports_Event,Under_Maintenance,72.5,21.6,,19.54,6.88,753.9,573.6
14,491.0,22.27,8.0,1,252.15,12,Winter,Library,Partly_Cloudy,,Afternoon,,Regular_Class,Normal,49.3,45.3,273.0,error,3.04,657.1,688.2
23,286.0,37.2,2.0,2,201.08,7,Summer,Office,Sunny,Medium,Evening,Off,Regular_Class,Normal,70.9,23.9,8.8,23.44,14.91,2726.3,547.8
6,86.0,38.89,30.0,2,189.99,1,Winter,Classroom,Stormy,Low,Morning,Ventilation,Regular_Class,Post_Maintenance,89.1,7.8,634.6,20.25,2.18,1598.0,428.2
8,,16.9,22.0,6,126.8,4,Spring,Classroom,Sunny,,Morning,Ventilation,Regular_Class,Post_Maintenance,,7.3,942.8,11.14,14.41,154.9,437.9
11,42.0,27.73,58.0,4,228.94,11,Fall,,Sunny,Low,Morning,Cooling,Exam,Scheduled_Check,74.0,26.8,918.9,18.26,14.61,1493.2,412.9
0,220.0,35.9,31.0,1,191.53,12,Winter,Library,Sunny,Medium,Night,Cooling,Regular_Class,Normal,50.8,10.0,6.0,24.28,4.58,2596.8,499.2
8,246.0,35.95,28.0,2,243.61,1,Winter,Library,Rainy,Medium,Morning,Ventilation,Sports_Event,Normal,35.3,17.3,739.9,6.97,6.46,962.8,505.4
7,75.0,33.65,44.0,2,1344.890090520605,1,Winter,Office,Rainy,Low,Morning,Cooling,Regular_Class,Normal,75.2,36.8,168.1,3.34,4.88,252.6,428.5
7,150.0,26.3,8.0,6,117.59,12,Winter,Laboratory,Stormy,Medium,Morning,Ventilation,Exam,Under_Maintenance,67.9,12.9,240.9,12.24,13.28,1222.9,535.5
11,119.0,15.12,29.0,4,144.6,3,Spring,Gymnasium,,Medium,Morning,Heating,Regular_Class,Normal,,37.4,296.7,15.31,9.81,351.7,493.1
23,382.0,30.06,7.0,2,223.47,6,Summer,,Sunny,High,Evening,Cooling,Regular_Class,Post_Maintenance,52.0,2.4,11.4,16.4,6.79,1723.8,576.7
14,342.0,24.93,32.0,3,244.45,11,Fall,Laboratory,Cloudy,,Afternoon,Cooling,Exam,Normal,82.3,20.0,,,7.58,1739.6,553.2
22,104.0,19.14,22.0,6,186.06,2,Winter,Auditorium,Sunny,Medium,Evening,Off,No_Event,Normal,48.3,47.7,5.2,,11.09,1463.4,439.5
0,328.0,36.87,38.0,7,286.38,3,Spring,Gymnasium,Partly_Cloudy,High,Night,Auto,Regular_Class,Under_Maintenance,60.0,44.1,,29.87,7.35,235.1,567.2
13,575.0,16.72,,2,276.97,6,Summer,Auditorium,Rainy,Full,Afternoon,Ventilation,Regular_Class,Under_Maintenance,82.4,,351.9,20.39,1.25,1526.5,690.5
19,77.0,33.04,16.0,6,109.69,10,Fall,Library,Sunny,Low,Evening,Auto,Exam,Normal,52.8,39.2,11.8,14.7,10.1,2058.3,437.9
12,512.0,31.67,39.0,2,309.85,10,Fall,Gymnasium,Windy,Full,Afternoon,Auto,Regular_Class,Normal,56.6,21.1,776.5,28.44,12.82,588.4,670.0
9,521.0,21.85,29.0,2,314.19,5,Spring,Library,Partly_Cloudy,Full,Morning,,Regular_Class,Normal,52.5,44.0,420.2,22.35,8.54,2394.3,670.6
23,484.0,28.35,52.0,4,344.38,12,Winter,Laboratory,Sunny,High,Evening,Cooling,Regular_Class,Normal,54.1,50.0,17.7,20.19,13.67,152.4,
19,309.0,23.57,36.0,2,257.78,8,Summer,Gymnasium,Sunny,,Evening,,Regular_Class,Normal,87.6,12.3,7.8,6.6,,160.5,565.5
14,378.0,29.59,7.0,6,226.77,4,Spring,Cafeteria,Cloudy,High,Afternoon,Cooling,Regular_Class,Normal,48.5,1.4,822.1,29.92,11.78,2782.9,
22,586.0,34.49,,4,274.53,5,Spring,Gymnasium,Cloudy,Full,Evening,Ventilation,Sports_Event,Normal,89.6,36.0,5.9,22.54,14.98,386.3,706.7
8,214.0,23.32,26.0,7,193.16,1,Winter,Office,Partly_Cloudy,Medium,Morning,Ventilation,Exam,Normal,63.2,42.6,704.5,16.09,4.18,1080.6,500.7
22,31.0,26.56,8.0,6,120.79,3,Spring,Laboratory,Cloudy,Low,Evening,Off,Regular_Class,Normal,,40.6,14.2,10.07,8.73,2074.1,
13,476.0,29.81,28.0,4,315.73,12,Winter,Laboratory,Windy,,Afternoon,Ventilation,Sports_Event,Normal,63.5,16.4,565.7,10.81,9.44,1093.8,
14,46.0,17.42,50.0,2,187.72,3,Spring,Laboratory,Partly_Cloudy,,Afternoon,Heating,Regular_Class,Normal,52.7,17.7,344.5,5.13,11.51,2052.0,482.4
7,37.0,35.21,34.0,6,188.02,12,Winter,Library,Sunny,Low,Morning,,Regular_Class,Normal,49.5,44.9,219.1,10.18,5.67,2086.2,430.5
4,370.0,34.54,16.0,4,221.47,10,Fall,Office,Sunny,High,Night,Cooling,Exam,Normal,43.1,37.5,9.0,5.98,11.29,2859.4,555.2
14,238.0,16.36,54.0,1,275.94,4,Spring,Classroom,Sunny,Medium,Afternoon,Heating,Sports_Event,Under_Maintenance,49.3,9.4,147.5,8.94,10.86,2446.6,481.9
8,104.0,31.57,52.0,2,227.38,3,Spring,Cafeteria,Partly_Cloudy,Medium,Morning,Cooling,Regular_Class,Normal,44.9,16.0,755.1,18.27,9.45,386.4,432.0
19,437.0,30.38,51.0,5,323.88,3,Spring,Cafeteria,Sunny,,Evening,Off,Regular_Class,Post_Maintenance,50.1,19.5,6.9,6.23,3.32,627.2,612.2
11,83.0,23.28,11.0,6,145.13,10,Fall,Laboratory,Foggy,Low,Morning,Cooling,No_Event,,45.8,8.2,480.0,26.06,9.59,600.3,452.4
14,350.0,25.85,8.0,3,243.37,2,Winter,Cafeteria,Sunny,High,Afternoon,Cooling,Workshop,Normal,78.3,41.1,630.3,17.28,4.7,153.3,613.9
10,177.0,28.41,7.0,4,137.72,4,Spring,Gymnasium,Cloudy,,Morning,Auto,No_Event,,59.5,33.6,915.5,18.57,3.0,1872.3,425.5
17,28.0,17.22,37.0,4,150.32,10,Fall,Laboratory,Sunny,Low,Afternoon,Off,Regular_Class,Normal,90.9,7.2,574.2,26.12,5.66,2015.1,377.6
5,345.0,33.45,15.0,1,251.2,3,Spring,Office,Rainy,High,Night,Cooling,Workshop,Normal,40.1,6.3,16.6,7.6,4.63,407.3,548.1
6,170.0,24.72,,6,274.82,9,Fall,Library,Rainy,Medium,Morning,Heating,Regular_Class,Post_Maintenance,37.3,3.0,318.1,1.18,2.46,2624.5,484.5
4,161.0,31.84,35.0,6,186.04,1,Winter,Auditorium,Stormy,Medium,Night,Cooling,Exam,Normal,92.6,41.3,18.5,16.81,10.0,2928.1,555.4
21,389.0,18.64,41.0,1,293.33,1,Winter,Gymnasium,,High,Evening,Off,No_Event,Normal,,27.0,16.5,12.5,11.9,563.0,570.1
0,38.0,30.6,40.0,2,150.42,6,Summer,Auditorium,Partly_Cloudy,Low,Night,Off,Regular_Class,Scheduled_Check,32.7,7.1,18.7,6.75,0.31,2132.3,412.0
9,304.0,39.0,22.0,6,244.62,10,Fall,Cafeteria,Windy,High,Morning,Heating,Regular_Class,Normal,79.1,2.3,815.1,18.57,8.19,1537.0,555.3
13,216.0,,7.0,2,181.34,11,Fall,Classroom,Rainy,Medium,Afternoon,Off,Exam,Under_Maintenance,41.1,31.1,791.0,25.4,10.26,2167.8,530.1
5,312.0,39.96,37.0,1,281.55,10,Fall,,Stormy,High,Night,Heating,Regular_Class,Normal,64.6,41.0,0.5,14.89,14.41,2795.3,537.1
7,416.0,28.28,7.0,2,257.23,6,Summer,Cafeteria,Rainy,,Morning,Heating,Holiday,,42.4,41.4,100.8,,0.03,2220.6,615.9
15,119.0,22.88,42.0,1,200.39,3,Spring,Library,Rainy,Medium,Afternoon,Cooling,Seminar,Normal,70.4,5.8,410.2,6.8,5.17,1201.4,463.1
20,368.0,26.64,31.0,6,299.74,9,Fall,Gymnasium,Rainy,High,Evening,Cooling,Exam,Normal,58.9,10.3,14.2,22.86,6.7,,616.7
18,308.0,17.94,48.0,7,262.02,12,Winter,Gymnasium,Cloudy,High,Evening,Off,Regular_Class,Normal,84.6,40.9,960.6,0.51,12.55,2800.6,572.4
7,256.0,30.52,,2,278.24,7,Summer,Laboratory,Cloudy,Medium,Morning,Heating,Regular_Class,Normal,31.0,44.5,285.1,6.29,11.85,1290.4,544.2
21,393.0,38.69,8.0,1,222.35,8,Summer,Office,Cloudy,High,Evening,Heating,Exam,,,49.5,5.0,8.21,9.27,846.7,562.1
8,206.0,,,3,176.06,12,Winter,Cafeteria,Sunny,Medium,Morning,,Exam,Normal,56.9,6.8,867.9,29.16,9.48,2174.3,484.7
17,329.0,36.92,30.0,5,250.26,10,Fall,Gymnasium,,High,Afternoon,Cooling,Holiday,Scheduled_Check,,16.6,,21.34,10.88,961.0,528.2
18,194.0,25.27,53.0,4,253.65,10,Fall,Cafeteria,Partly_Cloudy,Medium,Evening,Heating,Exam,Normal,69.3,41.0,656.5,7.8,11.37,386.0,504.9
19,450.0,,20.0,5,299.15,5,Spring,Auditorium,Rainy,High,Evening,,No_Event,Normal,89.8,20.6,11.4,9.64,7.16,514.7,671.4
3,460.0,33.4,26.0,7,322.5,5,Spring,Cafeteria,Windy,High,Night,Off,Regular_Class,Under_Maintenance,82.5,18.3,16.4,9.27,7.35,1093.0,673.9
22,221.0,,11.0,7,190.19,10,Fall,Auditorium,Sunny,Medium,Evening,Ventilation,Sports_Event,Normal,51.0,33.5,9.5,22.94,2.09,1276.7,513.3
20,294.0,22.55,47.0,2,292.42,9,Fall,Office,Partly_Cloudy,,Evening,Heating,Regular_Class,Scheduled_Check,85.6,15.6,13.3,0.62,12.13,491.3,529.7
11,13.0,28.77,49.0,5,188.1,10,Fall,Cafeteria,,,Morning,Cooling,Regular_Class,Normal,77.3,38.6,859.6,1.68,1.31,366.6,406.2
6,213.0,37.19,42.0,7,247.99,5,Spring,Cafeteria,Sunny,Medium,Morning,Heating,Regular_Class,Normal,79.2,42.7,972.5,23.28,9.9,2631.1,488.9
3,140.0,33.87,,1,164.04,12,Winter,Auditorium,Sunny,Medium,Night,Auto,Regular_Class,Normal,,18.2,1.6,26.51,3.07,269.1,
11,165.0,31.25,10.0,1,176.76,1,Winter,Cafeteria,Sunny,Medium,Morning,Cooling,Sports_Event,Normal,66.6,15.4,618.8,14.39,,1359.8,484.1
5,62.0,21.96,51.0,3,217.29,1,Winter,Classroom,Cloudy,Low,Night,Cooling,No_Event,Normal,66.1,23.4,15.6,4.32,8.04,349.5,443.0
15,4.0,16.62,7.0,2,20.9,7,Summer,Library,Sunny,Low,Afternoon,Ventilation,Exam,Normal,37.0,41.7,619.6,2.84,13.2,1296.0,
8,290.0,16.59,54.0,7,269.88,4,Spring,,Sunny,Medium,Morning,Ventilation,Exam,Normal,48.8,20.0,466.8,28.39,0.41,2542.7,552.8
22,107.0,16.99,7.0,2,126.41,2,Winter,Library,Stormy,Medium,Evening,Cooling,Regular_Class,Normal,46.5,31.7,4.8,10.72,8.01,,
12,400.0,38.95,19.0,4,291.75,2,Winter,Gymnasium,Windy,High,Afternoon,Ventilation,Regular_Class,Normal,,5.9,891.9,19.01,8.41,402.7,641.0
4,315.0,23.62,39.0,1,273.94,8,Summer,Auditorium,Partly_Cloudy,High,Night,Off,Regular_Class,Post_Maintenance,72.2,41.3,17.4,27.9,11.76,524.0,574.9
20,159.0,27.18,3.0,5,121.98,5,Spring,Classroom,Rainy,Medium,Evening,Heating,No_Event,Normal,47.4,1.0,6.9,1.61,12.16,1483.4,
9,485.0,35.24,41.0,7,346.92,4,Spring,Office,Cloudy,High,Morning,Cooling,EXAM,Normal,82.4,1.4,,16.16,,2429.2,644.6
9,63.0,25.42,34.0,7,139.46,6,Summer,Gymnasium,Windy,Low,Morning,Ventilation,Regular_Class,Normal,66.1,6.2,396.4,0.59,4.15,1927.0,448.8
18,79.0,19.54,22.0,6,127.4,6,Summer,Cafeteria,Cloudy,Low,Evening,Auto,Seminar,Normal,61.9,25.4,989.4,23.33,12.96,,484.5
14,254.0,28.77,,7,206.65,6,Summer,Laboratory,Cloudy,Medium,Afternoon,Auto,Holiday,Scheduled_Check,53.8,30.2,859.0,13.47,9.92,2266.9,531.8
2,45.0,25.13,19.0,3,127.43,2,Winter,Laboratory,Partly_Cloudy,Low,Night,Cooling,Holiday,Normal,38.7,34.8,7.8,24.09,5.48,806.0,430.9
13,453.0,35.15,40.0,7,324.82,8,Summer,Auditorium,Cloudy,High,Afternoon,Auto,Exam,,83.6,,406.4,8.84,13.88,1484.0,673.8
5,40.0,27.25,43.0,6,219.88,12,Winter,,Partly_Cloudy,Low,Night,Heating,Workshop,Normal,70.0,32.0,14.2,13.38,9.54,1921.2,419.0
2,32.0,23.89,12.0,7,149.2,7,Summer,Laboratory,,Low,Night,Heating,Sports_Event,,33.8,38.8,10.7,3.55,2.32,1646.0,447.8
14,234.0,32.34,22.0,5,204.62,1,Winter,,Cloudy,Medium,Afternoon,Ventilation,Exam,Normal,93.6,8.5,656.8,28.86,12.15,1322.5,503.2
10,58.0,,30.0,5,173.43,8,Summer,Auditorium,Windy,Low,Morning,Heating,Exam,Normal,91.6,22.9,323.4,25.99,5.93,1188.2,433.3
3,433.0,35.25,45.0,7,304.18,11,Fall,Laboratory,Cloudy,High,Night,Heating,Exam,Normal,38.4,47.2,17.2,14.72,0.64,2554.0,600.8
4,1497.0,29.02,,6,890.56,5,Spring,Library,Partly_Cloudy,Full,Night,Ventilation,Exam,Normal,35.4,13.1,11.2,17.33,10.76,801.1,1159.6
10,3445.0,34.25,31.0,2,235.85,8,Summer,,Rainy,Medium,Morning,Off,Workshop,Normal,63.9,1.8,278.4,13.26,5.43,1555.0,533.9
21,,17.34,50.0,3,180.51,6,Summer,Library,Cloudy,,Evening,Cooling,Holiday,Normal,56.0,11.6,17.3,13.19,8.5,2487.5,453.2
17,252.0,30.62,54.0,1,251.68,6,Summer,Classroom,Cloudy,Medium,Afternoon,Off,Regular_Class,Normal,41.6,18.5,217.8,16.83,5.68,1244.7,525.3
1,434.0,,8.0,6,268.69,10,Fall,Gymnasium,,High,Night,Cooling,Exam,Normal,74.2,49.8,7.2,13.79,8.15,155.9,649.0
20,,23.02,35.0,1,264.13,9,Fall,Gymnasium,Rainy,Medium,Evening,Off,No_Event,Normal,85.7,32.4,,8.3,12.42,143.0,522.9
0,20.0,31.08,31.0,5,170.75,6,Summer,Office,Rainy,Low,Night,Auto,Seminar,Normal,93.9,,,22.02,12.7,1830.1,405.3
11,6.0,N/A,36.0,3,189.44,11,Fall,Office,,Low,Morning,Heating,Exam,Post_Maintenance,58.3,17.4,891.0,29.16,,1864.4,316.1
4,180.0,25.97,8.0,5,160.63,3,Spring,Gymnasium,Foggy,Medium,Night,Cooling,Regular_Class,Normal,50.6,41.4,4.7,29.68,12.95,244.9,527.8
23,446.0,36.9,25.0,2,287.35,12,Winter,Library,Sunny,,Evening,Off,Regular_Class,Post_Maintenance,77.4,20.2,7.5,11.49,2.27,239.5,643.4
12,544.0,21.12,58.0,3,386.58,1,Winter,Gymnasium,Rainy,Full,Afternoon,Ventilation,Regular_Class,,80.6,48.7,594.9,1.74,3.04,2966.8,638.2
15,124.0,34.31,26.0,6,216.57,8,Summer,Cafeteria,Stormy,Medium,Afternoon,Cooling,Holiday,Normal,47.1,32.4,,12.29,6.99,2867.1,439.0
20,254.0,36.68,43.0,4,303.28,11,Fall,Cafeteria,Cloudy,Medium,Evening,Cooling,Exam,Normal,91.5,36.7,4.4,14.0,10.01,2379.5,523.8
0,244.0,24.67,39.0,2,243.39,10,Fall,Cafeteria,Rainy,Medium,Night,Heating,Sports_Event,Normal,33.8,,3.4,,4.96,297.6,494.7
19,447.0,16.0,19.0,1,235.18,3,Spring,Library,Stormy,High,Evening,Heating,Workshop,Under_Maintenance,63.4,38.0,13.6,3.64,6.55,1393.8,
4,347.0,19.9,15.0,4,211.17,12,Winter,Laboratory,Stormy,High,Night,Cooling,Regular_Class,Normal,61.1,33.3,13.8,17.9,3.28,1984.4,566.2
17,270.0,,54.0,2,269.97,10,Fall,Laboratory,Sunny,,Afternoon,Cooling,Seminar,Normal,70.1,,921.6,29.07,10.89,2280.1,522.4
17,59.0,38.74,13.0,6,166.95,9,Fall,Office,Cloudy,Low,Afternoon,,Exam,Normal,46.8,0.3,172.4,0.73,4.66,2137.4,397.9
19,370.0,38.41,46.0,1,297.81,6,Summer,Library,Windy,High,Evening,Off,Regular_Class,Post_Maintenance,57.6,3.2,12.2,16.34,7.27,,533.4
4,184.0,15.86,39.0,2,213.39,6,Summer,,Stormy,Medium,Night,,Regular_Class,Normal,59.1,9.9,3.8,19.4,7.33,203.6,446.0
7,161.0,,22.0,3,184.21,1,Winter,Library,Sunny,Medium,Morning,Ventilation,Regular_Class,,77.0,49.7,818.9,19.11,7.0,1070.9,522.1
14,384.0,17.66,16.0,1,254.24,8,Summer,Auditorium,Partly_Cloudy,High,Afternoon,Auto,Seminar,Normal,40.7,,842.8,27.57,11.64,2322.8,592.5
4,260.0,22.3,12.0,7,168.49,4,Spring,Cafeteria,Foggy,Medium,Night,Cooling,Holiday,Normal,44.6,44.1,11.7,21.23,7.2,101.8,553.0
2,568.0,,44.0,5,384.59,8,Summer,Laboratory,Cloudy,Full,Night,Ventilation,Regular_Class,Normal,38.4,,14.7,0.41,14.72,2393.0,673.5
3,476.0,27.58,37.0,7,307.74,6,Summer,Auditorium,Cloudy,High,Night,Cooling,Regular_Class,Normal,89.4,31.4,6.8,10.0,14.46,1320.9,654.3
11,367.0,34.46,24.0,7,253.02,10,Fall,Gymnasium,Windy,High,Morning,Ventilation,Sports_Event,Normal,65.6,42.6,262.4,1.5,11.44,527.7,540.5
10,92.0,30.53,25.0,3,171.5,8,Summer,Classroom,Partly_Cloudy,Low,Morning,Cooling,Exam,Normal,76.2,,222.6,26.79,3.26,657.6,406.3
21,460.0,,43.0,3,390.19,9,Fall,Laboratory,Partly_Cloudy,High,Evening,Off,Exam,Post_Maintenance,62.7,42.8,11.7,6.31,11.09,615.2,
0,523.0,,18.0,6,265.05,4,Spring,Gymnasium,Sunny,Full,Night,Cooling,Holiday,Under_Maintenance,31.3,16.0,16.1,5.93,5.57,1398.8,635.2
20,379.0,20.9,33.0,5,279.17,11,Fall,Auditorium,Cloudy,High,Evening,Cooling,No_Event,Normal,,9.4,9.5,10.63,14.34,1363.7,582.2
2,163.0,,5.0,7,157.62,7,Summer,,Stormy,Medium,Night,Off,Holiday,Normal,,42.0,16.8,20.1,5.75,,441.5
6,364.0,29.98,17.0,2,244.52,8,Summer,Cafeteria,Rainy,High,Morning,Cooling,Workshop,Normal,36.6,8.9,473.9,2.96,4.16,439.1,575.4
15,,37.44,25.0,2,246.31,4,Spring,,Partly_Cloudy,Medium,Afternoon,Ventilation,Exam,Normal,35.6,28.0,147.0,11.17,2.36,2186.4,544.9
4,252.0,28.22,55.0,4,275.03,7,Summer,Laboratory,Rainy,Medium,Night,Cooling,Sports_Event,Normal,60.2,23.8,10.8,7.91,10.45,741.0,505.8
16,127.0,16.63,17.0,2,174.09,3,Spring,Gymnasium,Sunny,,Afternoon,Heating,No_Event,Under_Maintenance,70.2,2.8,198.2,2.41,,2427.6,454.6
8,111.0,30.34,44.0,6,244.79,6,Summer,Office,Cloudy,Medium,Morning,Ventilation,Exam,Normal,55.6,14.6,973.0,26.97,5.58,2847.2,467.1
2,329.0,33.83,21.0,4,215.85,5,Spring,Gymnasium,Windy,High,Night,Cooling,Holiday,,61.9,39.3,,29.92,14.52,785.2,600.2
18,239.0,24.31,21.0,4,223.02,2,Winter,Office,Rainy,Medium,Evening,Heating,Regular_Class,Post_Maintenance,87.0,0.5,532.9,23.25,11.81,1396.5,544.7
13,132.0,28.57,,6,241.05,12,Winter,Auditorium,Sunny,Medium,Afternoon,Off,Regular_Class,Normal,39.2,,283.0,0.43,13.43,1594.6,456.3
18,266.0,,48.0,5,283.41,1,Winter,Classroom,Windy,Medium,Evening,Off,Regular_Class,Normal,63.7,13.5,,17.25,13.64,2622.4,576.7
12,35.0,33.54,26.0,6,159.28,7,Summer,Cafeteria,Partly_Cloudy,Low,Afternoon,Ventilation,Exam,Normal,76.6,35.1,465.5,2.42,0.14,2608.0,438.3
18,327.0,21.81,29.0,4,262.59,7,Summer,Classroom,Sunny,High,Evening,Cooling,Regular_Class,Scheduled_Check,76.2,,690.7,11.43,,1508.3,558.1
5,70.0,,27.0,1,149.34,12,Winter,Office,Sunny,Low,Night,,Regular_Class,,94.1,19.5,13.7,6.06,14.14,2859.4,461.4
18,339.0,39.63,1.0,4,242.01,7,Summer,,Windy,,Evening,Heating,Regular_Class,Normal,43.9,46.5,314.3,1.44,3.19,1892.0,
6,162.0,25.79,5.0,6,122.37,3,Spring,Laboratory,Sunny,Medium,Morning,Cooling,Exam,Post_Maintenance,,26.9,822.2,21.04,2.71,2098.8,506.0
23,525.0,29.61,49.0,3,327.99,11,Fall,Cafeteria,Foggy,Full,Evening,Ventilation,Regular_Class,Normal,68.5,24.8,5.6,11.46,5.59,261.2,678.7
13,301.0,30.55,44.0,6,273.52,1,Winter,Auditorium,Stormy,High,Afternoon,Ventilation,Regular_Class,Normal,48.7,38.8,,18.43,9.0,482.5,492.7
5,172.0,15.85,31.0,4,157.7,12,Winter,Office,Partly_Cloudy,Medium,Night,,Exam,Normal,41.2,23.7,2.4,21.15,1.39,1892.4,508.2
15,425.0,35.43,27.0,1,319.55,7,Summer,Office,Rainy,High,Afternoon,Ventilation,No_Event,Under_Maintenance,35.7,7.4,395.7,14.88,10.15,428.0,617.9
19,549.0,17.23,54.0,1,356.39,9,Fall,Gymnasium,Sunny,Full,Evening,Ventilation,Exam,Normal,70.2,48.6,18.2,20.21,14.24,986.9,683.5
5,314.0,35.56,13.0,7,217.6,11,Fall,Office,Sunny,High,Night,Auto,Exam,Under_Maintenance,76.4,44.5,12.3,9.64,1.21,737.7,568.4
5,241.0,,36.0,6,234.03,2,Winter,Gymnasium,Sunny,Medium,Night,Auto,Regular_Class,Normal,40.2,43.9,14.9,15.15,13.48,2082.9,605.0
14,74.0,18.65,11.0,1,147.52,11,Fall,Cafeteria,Sunny,Low,Afternoon,Heating,Seminar,Under_Maintenance,71.5,19.1,993.1,24.39,0.66,969.6,439.5
20,73.0,16.65,2.0,4,134.8,8,Summer,Laboratory,Stormy,Low,Evening,Heating,Exam,Normal,39.5,,5.7,7.23,12.9,1158.0,418.9
7,562.0,27.19,13.0,5,288.77,9,Fall,Laboratory,,Full,Morning,Off,No_Event,,93.1,28.1,422.1,14.85,12.34,1316.8,617.3
16,38.0,16.93,25.0,3,89.25,1,Winter,Library,Sunny,Low,Afternoon,Ventilation,Workshop,Normal,62.5,16.5,235.0,13.35,13.19,1243.3,420.2
14,172.0,39.25,21.0,7,205.39,4,Spring,Laboratory,Cloudy,Medium,Afternoon,Heating,Holiday,,49.9,7.2,786.9,14.52,,2804.4,435.3
5,111.0,15.49,41.0,6,172.55,4,Spring,Cafeteria,Sunny,Medium,Night,Cooling,No_Event,Normal,63.9,,5.8,28.23,9.67,2614.1,445.3
21,176.0,,49.0,1,252.31,7,Summer,Library,Sunny,Medium,Evening,,Regular_Class,,41.8,33.2,,18.66,8.46,1720.0,472.2
16,366.0,36.76,8.0,3,258.63,11,Fall,Auditorium,Cloudy,High,Afternoon,Cooling,Seminar,Normal,44.1,41.2,185.1,9.23,1.42,2893.5,615.4
15,34.0,34.52,53.0,5,243.16,5,Spring,Gymnasium,Sunny,Low,Afternoon,Off,Regular_Class,,36.6,30.0,,11.34,13.22,272.8,435.6
12,476.0,,43.0,4,321.06,7,Summer,Cafeteria,Rainy,High,Afternoon,Ventilation,Regular_Class,Normal,64.3,1.6,440.3,23.52,4.78,1216.6,655.1
10,475.0,18.92,13.0,1,297.36,11,Fall,Laboratory,Sunny,High,Morning,cooling,Holiday,Scheduled_Check,,39.4,864.8,10.67,6.66,375.3,642.7
6,,25.52,59.0,1,316.56,9,Fall,Office,Sunny,High,Morning,Cooling,Exam,Post_Maintenance,69.3,6.4,415.1,13.78,5.22,1020.8,513.0
21,194.0,38.91,5.0,2,152.95,11,Fall,Auditorium,Partly_Cloudy,Medium,Evening,Ventilation,Sports_Event,Normal,51.1,15.1,15.6,13.21,13.59,1177.4,477.0
20,159.0,15.06,18.0,4,107.34,10,Fall,Auditorium,,Medium,Evening,Heating,Exam,Under_Maintenance,53.2,32.6,6.6,18.8,14.45,1248.3,517.6
2,281.0,22.82,,5,265.34,2,Winter,Classroom,Sunny,Medium,Night,Heating,Workshop,Normal,32.3,8.5,8.6,1.36,2.62,2486.7,546.6
9,451.0,21.38,40.0,1,287.75,11,Fall,Cafeteria,Windy,High,Morning,Cooling,Holiday,,75.0,38.8,915.4,17.24,7.08,2591.7,644.1
1,302.0,20.5,11.0,6,174.2,4,Spring,Gymnasium,Windy,High,Night,Heating,Holiday,Normal,65.9,7.8,,16.54,4.55,260.9,598.6
19,503.0,30.8,34.0,2,309.9,1,Winter,Gymnasium,Sunny,Full,Evening,Ventilation,Exam,Normal,82.4,36.5,,7.06,7.07,2371.1,641.2
7,12.0,23.07,38.0,1,138.27,11,Fall,Cafeteria,Sunny,Low,Morning,Cooling,Regular_Class,Post_Maintenance,44.8,20.4,732.6,25.39,2.95,1065.0,392.4
2,46.0,23.73,21.0,7,75.92,11,Fall,Gymnasium,Sunny,Low,Night,Heating,No_Event,Normal,35.1,40.8,3.0,20.78,4.91,2449.4,463.9
1,436.0,33.55,44.0,6,312.27,6,Summer,Auditorium,Rainy,High,Night,Heating,Regular_Class,Scheduled_Check,77.9,21.7,7.4,16.46,0.83,2169.8,575.9
5,76.0,32.69,23.0,3,167.67,8,Summer,,Sunny,Low,Night,Cooling,Regular_Class,,85.7,17.5,12.9,19.02,1.42,1576.5,385.5
13,37.0,25.28,22.0,3,103.28,2,Winter,Auditorium,Cloudy,,Afternoon,,Holiday,Normal,31.2,14.6,726.3,6.79,12.43,2847.1,436.1
15,576.0,32.24,35.0,3,353.31,1,Winter,Laboratory,Sunny,Full,Afternoon,Off,Seminar,,72.1,27.3,389.0,20.1,3.0,1592.7,
11,33.0,30.24,31.0,4,147.44,3,Spring,Auditorium,Stormy,Low,Morning,Cooling,Regular_Class,Normal,78.7,14.1,356.7,19.1,1.73,614.5,
1,432.0,18.89,39.0,3,288.46,7,Summer,Cafeteria,Cloudy,High,Night,Ventilation,Regular_Class,Normal,37.1,5.2,10.6,5.01,2.56,183.8,644.6
